id,title,caption,topic,country,model_source,generated_image_path,quality_tier,eval_image_1,eval_image_2,eval_image_3,eval_title_1,eval_title_2,eval_title_3,user_1,user_2,user_3,eval_count,final_score_image,final_score_title
602.0,"الإمارات تطلق مبادرة ""نساجون الأمل"" لتعزيز حرفة السدو وتوريثها للأجيال الشابة",شابة إماراتية تتعلم فن نسج السدو التقليدي، تحت إشراف حرفية مخضرمة، في إطار مبادرة ثقافية بأبوظبي.,ثقافة,الإمارات,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2085.png,standard,,,,,,,,,,0,,
603.0,مبادرة أوروبية جديدة تستهدف رصد توسع المستوطنات في شمال الضفة الغربية,نشطاء فلسطينيون يوثقون أعمال تجريف أراضي زراعية قرب إحدى المستوطنات شمال رام الله.,سياسة,فلسطين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2086.png,standard,,,,,,,,,,0,,
604.0,تحذيرات أممية: تدهور برامج التطعيم يهدد بكارثة صحية بين أطفال السودان,طفلة سودانية تتلقى تطعيماً روتينياً في مركز صحي مؤقت بمدخل مدينة الأبيض (أرشيفية، الهلال الأحمر),صحة,السودان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2087.png,standard,,,,,,,,,,0,,
651.0,جزر القمر: حادث غرق قارب صيد يودي بحياة خمسة صيادين قبالة أنجوان,سفينة دورية تابعة لخفر السواحل في جزر القمر تبحر خلال عمليات البحث عن المفقودين قبالة السواحل (رويترز),حوادث,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2134.png,low,,,,,,,,,,0,,
652.0,موريتانيا تطلق برنامجاً وطنياً لتمكين الشباب من المهارات الحرفية لمواجهة تحديات سوق العمل,مجموعة من الشابات الموريتانيات يتدربن على حرفة النسيج التقليدي ضمن مبادرة تنموية في ورشة بضواحي نواكشوط (الوكالة الموريتانية للأنباء),قضايا اجتماعية,موريتانيا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2135.png,standard,,,,,,,,,,0,,
657.0,الأردن يطلق استراتيجية وطنية لتعزيز مرونة شبكته الكهربائية في ظل تزايد الاعتماد على المتجددة,موظف فني يراقب لوحة تحكم في محطة فرعية ضمن الشبكة الكهربائية الأردنية (الأناضول),طاقة,الأردن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2140.png,standard,,,,,,,,,,0,,
658.0,الصويرة تتأهب لاحتضان بطولة عالمية لركوب الأمواج: دفعة قوية للسياحة والرياضة المحلية,مشهد لراكب أمواج محترف يتحدى الأمواج العاتية قبالة أسوار مدينة الصويرة التاريخية، مع اقتراب موعد البطولة العالمية.,رياضة,المغرب,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2141.png,standard,,,,,,,,,,0,,
663.0,الإمارات تعلن عن خطة استراتيجية لتعزيز أمن بنيتها التحتية الرقمية الحيوية,شاشات مراقبة متطورة في مركز عمليات أمن سيبراني بأبوظبي (رويترز),تقنية,الإمارات,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2146.png,standard,,,,,,,,,,0,,
664.0,صحة أطفال فلسطين في خطر: ارتفاع مقلق لمعدلات السكري بين اليافعين,ممرضة فلسطينية تجري فحص سكر الدم لطفل في عيادة صحية بالضفة الغربية، في ظل تصاعد المخاوف من ارتفاع معدلات المرض (وكالة الأناضول).,صحة,فلسطين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2147.png,standard,,,,,,,,,,0,,
669.0,جزر القمر تطلق برنامجاً وطنياً لتعزيز تعليم المهارات الرقمية في المدارس الثانوية,طلاب يتفاعلون مع أجهزة حاسوب في معمل حاسوب حديث بإحدى المدارس الثانوية في العاصمة موروني (وكالة الأنباء القمرية),تعليم,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2152.png,high,,,,,,,,,,0,,
670.0,"الكويت تعزز رؤية 2035 بـ""الشقايا 3"": قفزة نوعية نحو استدامة الطاقة الشمسية",منظر جوي مهيب لألواح الطاقة الشمسية في محطة الشقايا 3 المترامية الأطراف، تحت سماء الكويت الصافية وهي تزود الشبكة الوطنية بالكهرباء (وكالة الأنباء الكويتية - كونا),طاقة,الكويت,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2153.png,standard,,,,,,,,,,0,,
675.0,السودان: دعوات مدنية لتوحيد الرؤى حول مستقبل ما بعد الحرب.. هل تنجح في ظل الانقسامات؟,مجموعة من الشخصيات السياسية والنشطاء المدنيين السودانيين أثناء مشاركتهم في اجتماع تشاوري حول مستقبل الحكم المدني في البلاد (رويترز),سياسة,السودان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2158.png,standard,,,,,,,,,,0,,
676.0,تحذيرات بيئية من توسع الردم البحري وتأثيره على الثروة السمكية في البحرين,غواصون يوثّقون تراجع أعداد الأسماك والشعاب المرجانية في المياه البحرينية القريبة من مشاريع الردم الساحلي.,بيئة,البحرين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2159.png,standard,,,,,,,,,,0,,
681.0,سلطنة عُمان تكشف عن حزمة حوافز جديدة لدعم الاستثمار في قطاع الصناعات الخضراء,مدينة صحار الصناعية في سلطنة عُمان التي تعد إحدى أبرز المناطق الواعدة لاحتضان المشاريع الصناعية المستدامة (وكالة الأنباء العُمانية),اقتصاد,عُمان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2164.png,standard,,,,,,,,,,0,,
682.0,"البحرين تطلق مبادرة ""نواخذة اللؤلؤ"" لتوثيق كنوز الذاكرة الشفهية لرواد المهنة","أحد كبار ""النواخذة"" البحرينيين، يشارك قصصاً وحكايات من زمن الغوص على اللؤلؤ، داخل بيت بحريني تقليدي مزين بالأخشاب المنقوشة (مواقع التواصل)",ثقافة,البحرين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2165.png,standard,,,,,,,,,,0,,
715.0,مأساة طرقية كبرى تهز الصومال: عشرات القتلى والجرحى في انقلاب حافلة ركاب,فرق الدفاع المدني ومتطوعون يباشرون انتشال الضحايا من حطام حافلة ركاب انقلبت على طريق يربط بين مدينتي بلدوين وجالكعيو وسط الصومال (رويترز).,حوادث,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2198.png,standard,,,,,,,,,,0,,
716.0,الحرف التقليدية بالمغرب تكافح من أجل البقاء: دعوات عاجلة لدعم الصناع وحماية التراث الهوياتي,"صانع تقليدي يطرز الجلد بمهارة في ورشته بالمدينة القديمة بمراكش، مؤكداً أن ""المهنة تتطلب صبراً لا يملكه جيل اليوم"". (الجزيرة)",قضايا اجتماعية,المغرب,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2199.png,low,,,,,,,,,,0,,
717.0,"اتحاد الكرة الكويتي يدشن أكاديمية ""الأزرق الواعد"" لتأهيل جيل جديد من النجوم","لقطة جوية تظهر مجمع أكاديمية ""الأزرق الواعد"" الجديدة في الكويت، حيث يتدرب مجموعة من اللاعبين الشباب على ملاعب عشبية حديثة، بحضور عدد من مسؤولي الاتحاد الكويتي لكرة القدم والإدارة الفنية.",رياضة,الكويت,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2200.png,standard,,,,,,,,,,0,,
718.0,التمويل الأصغر يُضخ الحياة في شرايين الاقتصاد الفلسطيني عبر مبادرات نسائية,سيدة فلسطينية تعرض منتجاتها اليدوية في سوق محلي بمدينة رام الله، بعد أن نجحت في تطوير مشروعها الصغير بفضل دعم برامج التمويل الأصغر.,اقتصاد,فلسطين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2201.png,standard,,,,,,,,,,0,,
721.0,البحرين تطلق استثمارات كبرى لتحديث شبكة الكهرباء استعداداً لدمج أوسع للطاقة المتجددة,أبراج نقل الطاقة الحديثة في البحرين تتقاطع مع أفق يظهر جزءاً من مشروع للطاقة الشمسية، في إشارة لجهود الدمج (صورة تعبيرية).,طاقة,البحرين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2204.png,standard,,,,,,,,,,0,,
722.0,جزر القمر: مبادرات نسائية رائدة لتعزيز الأمن الغذائي في القرى النائية,مجموعة من النساء القُمريّات يقمن بحصاد الخضروات العضوية في حقل زراعي صغير ضمن مشروع تعاوني يهدف لتحقيق الاكتفاء الذاتي لسكان إحدى القرى الساحلية بجزيرة أنجوان.,قضايا اجتماعية,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2205.png,standard,,,,,,,,,,0,,
723.0,جزر القمر تُطلق خطة استراتيجية شاملة لتطوير التعليم المهني والتقني,طلاب في إحدى ورش العمل التدريبية بمعهد مهني في موروني، ضمن الخطة الوطنية الجديدة لتعزيز التعليم التقني بجزر القمر (وكالة الأنباء القمرية),تعليم,جزر القمر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2206.png,high,,,,,,,,,,0,,
724.0,"""معاً للمستقبل"": قطر تطلق مبادرة وطنية لتعزيز دور الشباب في التراث والسياحة المستدامة",مجموعة من الشباب القطري، يرتدون قمصاناً عليها شعار المبادرة، يشاركون بنشاط في ورشة عمل تفاعلية داخل أحد المتاحف التراثية في الدوحة، يناقشون خرائط ومخططات لمواقع سياحية بيئية محتملة، بينما يتقدمهم مرشد محلي يشرح لهم أهمية الحفاظ على التراث الثقافي والطبيعي.,مجتمع,قطر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2207.png,standard,,,,,,,,,,0,,
727.0,البحرين تفتتح مركزاً وطنياً رائداً لدعم الصحة النفسية للأطفال والمراهقين,أطفال يشاركون في جلسة علاج جماعية بإحدى الغرف المجهزة بمركز متخصص للصحة النفسية في المنامة، بهدف تعزيز الوعي والدعم المبكر.,صحة,البحرين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2210.png,standard,,,,,,,,,,0,,
728.0,بعد سنوات من الترقب، لبنان يطلق خطة استراتيجية لتوسيع شبكة الألياف الضوئية,فنيون يعملون على مد كابلات الألياف الضوئية الجديدة في منطقة بيروت الغربية، ضمن المشروع الوطني لتطوير البنية التحتية الرقمية. (وكالة الأنباء اللبنانية),تقنية,لبنان,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2211.png,standard,,,,,,,,,,0,,
729.0,تونس: مشروع قانون جديد للفضاء الرقمي يثير مخاوف حقوقية وسياسية واسعة,صورة من اجتماع للجنة التشريع العام في مجلس نواب الشعب التونسي أثناء مراجعة أحد مشاريع القوانين (تلفزيون تونس),سياسة,تونس,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2212.png,standard,,,,,,,,,,0,,
730.0,بعثة يمنية تكتشف نقوشاً صخرية نادرة في وادي حضرموت تكشف عن حضارة بائدة,فريق من علماء الآثار اليمنيين يوثق ويكشف عن نقوش صخرية قديمة في موقع جديد مكتشف بوادي حضرموت.,ثقافة,اليمن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2213.png,standard,,,,,,,,,,0,,
733.0,مكتبة قطر الوطنية تُطلق مبادرة لحفظ وترميم المجموعات الموسيقية العربية النادرة,خبير في الأرشيف الموسيقي يضع بعناية أسطوانة فونوغرافية نادرة داخل حافظة خاصة للحفظ، ضمن ورشة عمل بمكتبة قطر الوطنية (وكالة الأنباء القطرية),ثقافة,قطر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2216.png,standard,,,,,,,,,,0,,
734.0,مقتل وإصابة سبعة مدنيين بانفجار لغم أرضي في ريف الرقة الشرقي,سيارة إسعاف تنقل مصابين من موقع انفجار يعتقد أنه ناجم عن لغم أرضي في منطقة زراعية بريف الرقة (وكالات),حوادث,سوريا,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2217.png,low,,,,,,,,,,0,,
735.0,فلسطين تخطط لمضاعفة مساهمة الطاقة الشمسية في شبكة الكهرباء الوطنية بحلول 2030,عمال فلسطينيون يركبون ألواحاً شمسية على أسطح مبانٍ سكنية في مدينة رام الله، ضمن مشاريع تهدف لتعزيز الاعتماد على مصادر الطاقة المتجددة. (وكالة الأنباء الفلسطينية - أرشيفية),طاقة,فلسطين,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2218.png,standard,,,,,,,,,,0,,
736.0,الأردن يطلق خطة لتحديث شبكته الكهربائية بأنظمة تحكم متطورة لمواجهة ذروة الطلب الصيفي,فنيون في مركز التحكم الوطني للكهرباء بالأردن يقومون بمراقبة الشاشات الرقمية خلال تجربة لنظام إدارة حمل جديد، مايو 2024 (وكالة بترا),طاقة,الأردن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2219.png,standard,,,,,,,,,,0,,
739.0,الأردن والعراق يوقعان اتفاقية لإنشاء منطقة اقتصادية مشتركة على الحدود,وزير الصناعة والتجارة الأردني ونظيره العراقي يتبادلان وثائق البروتوكول في مراسم التوقيع بعمان مؤخراً، بحضور مسؤولين من البلدين.,سياسة,الأردن,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2222.png,standard,,,,,,,,,,0,,
740.0,الكويت تدشن مشروعاً وطنياً لتعزيز حصانة شبكاتها الرقمية الحيوية,مهندسون كويتيون يشرفون على تحديث خوادم الاتصالات في أحد مراكز البيانات الجديدة ضمن مبادرة الأمن السيبراني الوطنية.,تقنية,الكويت,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2223.png,standard,,,,,,,,,,0,,
741.0,بمشاريع متجددة.. الصومال يسعى لإنهاء عزلة مناطقه النائية عن الكهرباء,ألواح شمسية تم تركيبها حديثاً في قرية ريفية صومالية، ضمن جهود توسيع شبكة الكهرباء النظيفة للمناطق النائية (وكالات).,طاقة,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2224.png,standard,,,,,,,,,,0,,
742.0,مشاريع طاقة شمسية طموحة تضيء قرى نائية في الصومال: نهاية لعقود من الاعتماد على وقود الديزل,فنيون صوماليون يعملون على تركيب ألواح شمسية لتشغيل شبكة مصغرة في قرية الشبيلي السفلى، ضمن مبادرة تعميم الكهرباء النظيفة (وكالة الأناضول),طاقة,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2225.png,standard,,,,,,,,,,0,,
745.0,"مصر تعزز ""الحكومة الذكية"" بإطلاق حزمة خدمات رقمية متكاملة على منصة موحدة",يد تستخدم جهازاً لوحياً (تابلت) لتصفح واجهة منصة حكومية رقمية تعرض أيقونات لخدمات متنوعة مثل تسجيل السيارات، دفع الفواتير، وخدمات الأحوال المدنية.,تقنية,مصر,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2228.png,high,,,,,,,,,,0,,
746.0,"تتويج تاريخي لفريق ""الأمل الرياضي"" بلقب الدوري الصومالي يعزز الشغف بكرة القدم",لاعبو فريق الأمل الرياضي يرفعون كأس الدوري الصومالي وسط احتفالات حاشدة للجماهير في ملعب مقديشو الدولي. (الفرنسية),رياضة,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2229.png,standard,,,,,,,,,,0,,
747.0,توتر في مقديشو: بونت لاند تعلّق مشاركتها في مجلس الأمن القومي وتعقد المشهد السياسي,مسؤولون من الحكومة الفيدرالية الصومالية وممثلون عن ولايات إقليمية خلال اجتماع سابق في مقديشو (أرشيف وكالة رويترز),سياسة,الصومال,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2230.png,standard,,,,,,,,,,0,,
748.0,الكويت تطلق خطة وطنية عاجلة لمواجهة تآكل الشواطئ وتهديد البنى التحتية الساحلية,جزء من شاطئ كويتي تظهر عليه بوضوح آثار التآكل الشديد مع اقتراب مياه البحر من منشآت ساحلية (رويترز),بيئة,الكويت,gemini,/content/DataToEval/GeneratedImagesToEvaluate/fake_news_2231.png,low,,,,,,,,,,0,,
