id,title,caption,topic,country
1252,الدوحة تستضيف مؤتمر الوساطة الإقليمية بمشاركة وفود من السودان وليبيا ولبنان,كبار المسؤولين يجتمعون في قاعة مزينة بالأعلام العربية تحت رعاية وزارة الخارجية القطرية (وكالة الأنباء القطرية),سياسة,قطر
1253,"مهرجان ""ألوان الجنوب"" في نجران يشعل النقاش حول تمكين المرأة في الحرف اليدوية",شابات سعوديات يعرضن منتجاتهن التقليدية من السعف والنسيج في أحد أجنحة مهرجان نجران السنوي (واس),قضايا اجتماعية,السعودية
1254,جزائريون يطلقون حملات لمقاطعة حفلات الأعراس الكبرى بسبب تكاليفها الباهظة,قاعة أعراس فخمة خاوية من الضيوف بعد إعلان بعض العائلات إلغاء حجوزاتها تضامناً مع حملة المقاطعة (تصوير محلي),قضايا اجتماعية,الجزائر
1255,مفاوضات القاهرة: ضغوط أوروبية جديدة لإنهاء الانقسام الفلسطيني قبل الانتخابات,مقر المخابرات العامة المصرية حيث تجري جولات الحوار بين وفدي حركتي فتح وحماس (رويترز),سياسة,فلسطين
1256,"مدرّسات عراقيات يطلقن مبادرة ""درسي في الحقل"".. ومناهج العلوم تنتقل للبيئة الريفية",مجموعة من الطالبات يشاركن في تجربة علمية وسط أحد البساتين القريبة من مدينة البصرة (الجزيرة),تعليم,العراق
1257,ارتفاع نسبي في إصابات الملاريا بمقديشو يثير قلق الفرق الطبية,عمال صحة يرتدون سترات واقية يفحصون أطفالاً في مركز طبي بضواحي مقديشو (رويترز),صحة,الصومال
1258,شباب الإمارات يحققون ذهبية كرة الطائرة الشاطئية لأول مرة في تاريخ البطولة الخليجية,الفريق الإماراتي يحتفل برفع الكأس بين الرمال الذهبية على شاطئ كاسر الأمواج في أبوظبي، وسط تصفيق الجماهير المحلية (رويترز),رياضة,الإمارات
1259,الأردن يطلق حملة وطنية لمكافحة السمنة بين طلاب المدارس الحكومية,فحص طلاب مدرسة حكومية في عمان من قبل فريق طبي ضمن فعاليات الحملة الوطنية لمكافحة السمنة (بترا),صحة,الأردن
1260,تصاعد ظاهرة التسرب المدرسي في الأرياف الجزائرية يدق ناقوس الخطر الاجتماعي,تلاميذ يحملون حقائبهم يسيرون على طريق ترابي في منطقة ريفية بولاية باتنة شرقي الجزائر (الجزيرة),قضايا اجتماعية,الجزائر
1261,تراجع الصادرات الزراعية الفلسطينية بنسبة 15% خلال الربع الأول من 2024,مزارع في قطاع غزة يقوم بجني ثمار الطماطم في أحد الحقول المتضررة جراء القيود المفروضة على الحركة (رويترز),اقتصاد,فلسطين
1262,بغداد تطلق أول بوابة إلكترونية موحدة للخدمات الحكومية للمواطنين,موظفون حكوميون يشرحون آلية استخدام البوابة الإلكترونية لمواطنين داخل مركز خدمي حديث في العاصمة العراقية بغداد، حيث تظهر شاشات كبيرة تعرض واجهة البوابة الجديدة ومواطنون يجرّبون الخدمة لأول مرة (الفرات نيوز),تقنية,العراق
1263,مصرع خمسة أشخاص بحريق ضخم داخل فندق شعبي في كربلاء والتحقيقات جارية,فرق الدفاع المدني تنتشل جثث الضحايا وسط ألسنة اللهب والدخان الكثيف بينما يحاول رجال الإطفاء السيطرة على الحريق في أحد أحياء كربلاء القديمة (الفرات نيوز),حوادث,العراق
1264,اكتشاف فسيفساء أثرية نادرة تعود للعهد الروماني في ضواحي سوسة,فريق من علماء الآثار يفحصون تفاصيل فسيفساء تاريخية في موقع الحفريات قرب الساحل التونسي (وكالة تونس أفريقيا للأنباء),ثقافة,تونس
1265,موسم جني الأعشاب الطبية يغير نمط الحياة في قرى الأطلس المتوسط,نساء من قرية جبلية في الأطلس يحملن سلال الأعشاب الطبية وسط المنحدرات الخضراء في الصباح الباكر (الجزيرة),قضايا اجتماعية,المغرب
1266,المغرب يوقع اتفاقيات جديدة لتعزيز صادرات الصناعات الغذائية نحو أسواق غرب أفريقيا,وزير الصناعة المغربي خلال مراسم التوقيع مع ممثلي شركات تصدير في الرباط (رويترز),اقتصاد,المغرب
1267,زيادة ملحوظة في إقبال الكويتيين على زراعة الأسطح وسط دعوات لتعزيز الأمن الغذائي,مواطن كويتي يعاين شتلات طماطم في حديقة صغيرة فوق سطح منزله بحي القرين (الجزيرة),مجتمع,الكويت
1268,معلمون فلسطينيون يبتكرون برنامجاً للتعلّم عن بعد في مخيم جباليا رغم ضعف الإنترنت,طالبة فلسطينية تجلس أمام هاتف محمول داخل غرفة بسيطة في مخيم جباليا بينما تتابع درساً إلكترونياً أعدّه معلمو المنطقة (الأناضول),تعليم,فلسطين
1269,انهيار مبنى سكني في غزة يودي بحياة عائلة كاملة ويشرد عشرات السكان,فرق الإنقاذ الفلسطينية تبحث بين أنقاض مبنى مكون من أربعة طوابق في حي الرمال بغزة بينما يحاول الأهالي المساعدة وانتشال العالقين (رويترز),حوادث,فلسطين
1270,الجزائر تتوَّج ببطولة شمال إفريقيا للأندية لكرة اليد بعد فوز دراماتيكي على الترجي التونسي,لاعبو المجمع البترولي الجزائري يحتفلون مع الجماهير بعد صافرة النهاية في قاعة حرشة حسان بالجزائر العاصمة (وكالة الأنباء الجزائرية),رياضة,الجزائر
1271,حريق في مجمع سكني بمنطقة الدفنة يسفر عن إصابات طفيفة بين السكان,رجال الإطفاء القطريون يرشون المياه لإخماد الحريق بينما يقف بعض السكان في الخارج بقلق قرب مدخل المجمع (رويترز),حوادث,قطر
1272,تزايد المبادرات الشبابية لتنظيف الشواطئ في جيبوتي لمكافحة التلوث البلاستيكي,شباب متطوعون يحملون أكياس نفايات أثناء جمع المخلفات على ساحل تاجورة (رويترز),مجتمع,جيبوتي
1273,افتتاح أول مدرسة ثانوية بحرية في مصراتة تتيح للطلاب التدريب العملي على صيانة السفن,طلاب داخل ورشة عمل ميكانيكية بجانب سفينة تدريب راسية على رصيف ميناء مصراتة (الأناضول),تعليم,ليبيا
1274,ليبيا تدشن أول محطة عائمة لتوليد الكهرباء بالطاقة الشمسية في خليج سرت,ألواح شمسية مثبتة على منصة عائمة قبالة سواحل سرت مع فنيين يشرفون على بدء التشغيل (رويترز),طاقة,ليبيا
1275,مهرجان الشعر الفصيح ينطلق في صيدا بمشاركة شعراء من أنحاء لبنان,منصة المهرجان في قلعة صيدا البحرية تتزين بديكورات تراثية وأضواء خافتة، بينما يلقي أحد الشعراء قصيدته أمام جمهور متنوع مساء أمس,ثقافة,لبنان
1276,مبادرة محلية لإنقاذ التعليم الريفي تجمع تطوعي في كردفان,معلمون متطوعون يدرسون تحت شجرة كبيرة للتلاميذ في إحدى قرى كردفان، يستخدمون سبورات يدوية وأدوات بسيطة وسط نقص حاد في الإمكانيات (الجزيرة),مجتمع,السودان
1277,تزايد ظاهرة التسرب المدرسي بين الفتيات في المناطق الريفية الأردنية يثير قلق الأهالي,مجموعة من الفتيات في قرية بمحيط الكرك يغادرن مبنى المدرسة في منتصف النهار بينما تظهر علامات القلق على وجوه أولياء الأمور (الجزيرة),قضايا اجتماعية,الأردن
1278,فيضان مفاجئ يجتاح مدينة سنار ويغمر عشرات المنازل ويشرد سكانها,رجال ونساء يحملون متاعهم ويسيرون وسط مياه الفيضان بجوار منازل غمرتها المياه بالكامل (الجزيرة),حوادث,السودان
1279,سلطنة عُمان تعلن مبادرة إقليمية جديدة لحماية الممرات البحرية في بحر العرب,سفينة دورية عمانية تبحر قرب ميناء الدقم أثناء تدريبات مشتركة مع قوات خفر السواحل (الأناضول),سياسة,عُمان
1280,وزارة الاتصالات تطلق أول شبكة وطنية لشحن السيارات الكهربائية في المدن الكبرى المصرية,عامل مصري يقوم بتثبيت محطة شحن للسيارات الكهربائية بجانب شارع رئيسي في مدينة الإسكندرية، 10 يونيو/حزيران 2024 (رويترز),تقنية,مصر
1281,انهيار مبنى سكني في تعز يودي بحياة 6 أشخاص ويشرّد عشرات العائلات,قوات الإنقاذ تواصل البحث بين أنقاض مبنى منهار في أحد أحياء مدينة تعز القديمة وسط تجمهر السكان المحليين (الأوروبية),حوادث,اليمن
1282,زحف الرمال يهدد المزارع العضوية في القصيم والحلول تتسابق للإنقاذ,مزارعون سعوديون يراقبون تجمع الرمال حول أشجار النخيل في مزرعة عضوية بمحافظة القصيم (رويترز),بيئة,السعودية
1283,الصومال يطلق حملة للتوعية بمخاطر سوء التغذية لدى الأطفال في المناطق الريفية,عامل صحة محلي يفحص طفلاً صغيراً في قرية قرب مدينة بيدوا ضمن حملة توعية حول التغذية الصحية (رويترز),صحة,الصومال
1284,"قطر تدشّن ""مدينة الطاقة الشمسية"" الأكبر في المنطقة لتعزيز الاكتفاء الكهربائي",ألواح شمسية تمتد على مساحة واسعة من صحراء قطر خلال حفل التدشين الرسمي للمجمع الجديد بحضور مسؤولين حكوميين (الدوحة نيوز),طاقة,قطر
1285,ارتفاع معدلات تسرب التلاميذ من المدارس الريفية يثير قلق الأسر في شمال كردفان,مجموعة من الأطفال يسيرون على طريق ترابي في إحدى قرى شمال كردفان باتجاه مدرسة متواضعة البناء وسط الأراضي الزراعية الجافة (الجزيرة),قضايا اجتماعية,السودان
1286,برنامج صحي جديد في صفاقس لمكافحة السمنة بين الأطفال,مجموعة من الأطفال يشاركون في أنشطة رياضية جماعية داخل إحدى المدارس الابتدائية بمدينة صفاقس ضمن فعاليات برنامج التوعية الصحية (رويترز),صحة,تونس
1287,جيبوتي تعلن عن مبادرة وساطة جديدة لخفض التوتر بين إثيوبيا وإريتريا,وزير خارجية جيبوتي محمود علي يوسف يتحدث خلال مؤتمر صحفي في العاصمة جيبوتي بحضور دبلوماسيين من الاتحاد الأفريقي، 19 يونيو 2024 (رويترز),سياسة,جيبوتي
1288,شركات اتصالات سودانية تدشن خدمات الإنترنت الفضائي في دارفور لتعزيز التواصل,أحد الأبراج الجديدة لشبكات الاتصالات وسط قرية في ولاية غرب دارفور حيث تجري عملية تركيب أجهزة الاستقبال الفضائي (الخرطوم-الجزيرة),تقنية,السودان
1289,ارتفاع نسبة المتطوعين في حملات تنظيف الشواطئ السعودية مع اقتراب الصيف,متطوعون يرتدون قمصاناً بيضاء يجمعون النفايات من شاطئ جدة مع غروب الشمس (الشرق الأوسط),مجتمع,السعودية
1290,إصابة 6 أشخاص بجروح متفاوتة في تصادم بين شاحنتين على شارع الشيخ خليفة بالبحرين,فرق الدفاع المدني خلال محاولتها رفع إحدى الشاحنتين المتضررتين من موقع الحادث صباح اليوم (الصحافة البحرينية),حوادث,البحرين
1291,من بغداد إلى البصرة.. نساء العراق يرفعن شعار حق العمل بأمان,مجموعة من النساء العاملات في مشغل للخياطة بحي الشورجة وسط بغداد (الجزيرة),قضايا اجتماعية,العراق
1292,مستشفيات حلب تواجه أزمة نقص الأدوية الحيوية وسط ارتفاع الحالات المزمنة,صيدلي يُرتب رفوف الأدوية شبه الفارغة في أحد مستودعات المشفى الجامعي بحلب، وإلى جانبه مرضى ينتظرون صرف وصفاتهم الطبية (الجزيرة),صحة,سوريا
1293,جدل في الكويت حول تدريس الموسيقى في المدارس الحكومية بعد قرار وزاري جديد,معلم موسيقى يشرف على مجموعة من الطلاب في أحد الفصول الدراسية بمدرسة حكومية في الكويت (الجزيرة),تعليم,الكويت
1294,"أطباء غزة يطلقون مبادرة ""نبض الحياة"" للتوعية بأمراض القلب بين الأطفال",طاقم طبي فلسطيني ينظم ورشة تفاعلية للأطفال حول الوقاية من أمراض القلب في إحدى مدارس مدينة غزة (الجزيرة),صحة,فلسطين
1295,معرض فني في رام الله يحتفي بالخط العربي التراثي في ظل الحرب,زوار يتأملون لوحات الخط العربي المزينة بآيات وأشعار فلسطينية داخل قاعة المعرض في رام الله (الجزيرة),ثقافة,فلسطين
1296,قطر تعلن تأسيس أول مركز تداول إقليمي للغاز المسال في الخليج,رافعات ضخمة تعمل في أحد أرصفة ميناء راس لفان الصناعي أثناء تفريغ حاويات الغاز المسال (رويترز),اقتصاد,قطر
1297,مهرجان الشعر العُماني ينطلق في نزوى بمشاركة واسعة من الشباب والشاعرات,مجموعة من الشعراء الشبان يلقون قصائدهم أمام جمهور متفاعل في قاعة دار نزوى للثقافة (الجزيرة),ثقافة,عُمان
1298,"مهرجان ""الأطلس للموسيقى الأمازيغية"" يعيد إحياء التراث الشعبي في أزرو",فرقة شعبية تؤدي رقصات أمازيغية تقليدية أمام جمهور من مختلف الأعمار بساحة البلدة الرئيسية في أزرو (الجزيرة),ثقافة,المغرب
1299,تلوث مياه الشواطئ يهدد التنوع البيولوجي في جزر القمر,مجموعة من الأطفال يلعبون بالقرب من شاطئ شهد تغير لون المياه بسبب مخلفات الصيد (الأناضول),بيئة,جزر القمر
1300,مبادرة نسوية جديدة في أسيوط تعيد للنساء الحرف اليدوية بريقها,سيدات مصريات من قرية ريفا يجتمعن حول طاولة يطرزن أقمشة ملونة ضمن ورشة عمل حرفية في أحد مراكز شباب أسيوط (الجزيرة),مجتمع,مصر
1301,مجلس السيادة الانتقالي يدعو إلى مؤتمر شامل لحلحلة الأزمة الدستورية في السودان,أعضاء المجلس السيادي يجتمعون في قاعة مغلقة وسط إجراءات أمنية مشددة بالخرطوم (رويترز),سياسة,السودان
1302,مهرجان الموسيقى الأمازيغية في أكادير يعيد إحياء التراث وسط حضور شبابي متزايد,فِرق فلكلورية ترتدي الأزياء التقليدية تعزف على آلات أمازيغية أمام جمهور متحمس في ساحة عمومية بمدينة أكادير (الجزيرة),ثقافة,المغرب
1303,احتجاجات في نواكشوط للمطالبة بإصلاحات دستورية وتعزيز الحريات السياسية,محتجون يرفعون لافتات أمام مبنى البرلمان الموريتاني وسط حضور مكثف لقوات الأمن، مطالبين بزيادة تمثيل الشباب في المؤسسات الدستورية (الفرنسية),سياسة,موريتانيا
1304,البحرين تطلق أول منصة إلكترونية لتوثيق التراث الشعبي بالأصوات والصور,باحثون بحرينيون يدربون طلاباً على استخدام أجهزة تسجيل حديثة لجمع الأغاني الشعبية وقصص البحر القديمة في المنامة (الجزيرة),تقنية,البحرين
1305,"تحذيرات من ارتفاع الإصابات بمرض التهاب الكبد الوبائي ""أ"" بين الأطفال في ريف حماة","طاقم طبي سوري يفحص أطفالاً داخل إحدى العيادات الميدانية بريف حماة بعد تسجيل زيادة في حالات الإصابة بالتهاب الكبد الوبائي ""أ"" (رويترز)",صحة,سوريا
1306,تصاعد احتجاجات سكان الريف المغربي ضد ندرة المياه وتأثيرها على الزراعة,مزارعون في منطقة الحسيمة يعرضون محاصيلهم الجافة بسبب شح المياه (رويترز),قضايا اجتماعية,المغرب
1307,منتخب البحرين للكرة الطائرة يتوج بلقب البطولة الخليجية للمرة الرابعة,لاعبو المنتخب البحريني يرفعون كأس البطولة وسط أجواء احتفالية في صالة مدينة عيسى الرياضية (الجزيرة),رياضة,البحرين
1308,موريتانيا تطلق حملة موسعة لمكافحة داء الكبد الفيروسي في المناطق الريفية,ممرضون موريتانيون يجرون فحوصات طبية لسكان قرية نائية في ولاية العصابة وسط خيمة ميدانية مؤقتة (الوكالة الموريتانية للأنباء),صحة,موريتانيا
1309,أمطار غزيرة تغمر مزارع القطن في ولاية جوبا وتعرقل موسم الحصاد,مزارعون صوماليون يسحبون أكياس القطن فوق أرض موحلة بعد الفيضانات المفاجئة في إحدى قرى ولاية جوبا (رويترز),بيئة,الصومال
1310,انفجار أسطوانة غاز يتسبب بحريق في أحد أحياء طرابلس اللبنانية,عناصر الدفاع المدني اللبناني يحاولون السيطرة على النيران وسط ازدحام السكان القلقين في حي الزاهرية بطرابلس (الجزيرة),حوادث,لبنان
1311,إضراب طلابي يُعطل الدروس في مدارس رسمية بجنوب لبنان احتجاجاً على نقص الكتب,مجموعة من الطلاب يجلسون أمام إحدى المدارس الرسمية في صور رافعين لافتات تطالب وزارة التربية بتوفير الكتب في أسرع وقت (رويترز),تعليم,لبنان
1312,تراجع غير مسبوق لمنسوب نهر العاصي يهدد الزراعة في حمص,مزارعون سوريون يراقبون مجرى نهر العاصي الجاف جزئياً وسط حقولهم المتشققة في ريف حمص الغربي (وكالة الأنباء السورية),بيئة,سوريا
1313,حريق هائل يلتهم سوقاً شعبياً وسط مقديشو ويفاقم معاناة الباعة,رجال إطفاء صوماليون يصارعون ألسنة اللهب في سوق بكاره الشعبي بينما يحاول باعة إنقاذ ما أمكن من بضائعهم وسط الدخان الكثيف (رويترز),حوادث,الصومال
1314,السيول تُغرق أحياءً سكنية في الأبيض وتؤدي إلى نزوح مئات العائلات,منسوب المياه يرتفع في شوارع مدينة الأبيض بعد هطول أمطار غزيرة، فيما يحاول السكان إخلاء منازلهم (رويترز),حوادث,السودان
1315,تدشين أول مدرسة عائمة في منطقة واحات الطاسيلي لمكافحة التسرب المدرسي,قارب خشبي معدّل يحمل طلاباً يرتدون الزي المدرسي وهم يتلقون درساً جماعياً على سطحه وسط بحيرة صغيرة تحيط بها بيوت طينية ونخيل (تصوير محلي),تعليم,الجزائر
1316,فتيات تطوان يخطفن ذهبية بطولة الريشة الطائرة المدرسية بالمغرب,فريق فتيات تطوان يحتفل بتتويجه بالبطولة وسط تصفيق جماهير القاعة الرياضية بالمدينة (رويترز),رياضة,المغرب
1317,متطوعون إماراتيون يطلقون مبادرة لصيانة منازل كبار السن في عجمان,مجموعة من الشباب يرتدون سترات العمل يقومون بإصلاح واجهة منزل قديم بحضور أحد المسنين (الإمارات اليوم),مجتمع,الإمارات
1318,البحرين تدشن أول مركز وطني لفحص الأمراض الوراثية لدى حديثي الولادة,مختبر حديث مزود بأجهزة متطورة في المركز الوطني الجديد لفحوصات المواليد بالبحرين (بنا),صحة,البحرين
1319,مزارعو جزر القمر يبتكرون نظام ري شمسي لمواجهة الجفاف المتزايد,فلاحون يجمعون المياه من ألواح شمسية مثبتة فوق قنوات الري في أحد حقول جزيرة أنجوان (رويترز),بيئة,جزر القمر
1320,حملة تطوعية لترميم منازل كبار السن في قرى عسير,متطوعون يحملون أدوات البناء ويساعدون مسنًا أمام منزله الطيني شرق مدينة أبها (واس),مجتمع,السعودية
1321,مبادرة شبابية لإعادة إحياء الأسواق القديمة في السلط,شباب متطوعون يزيّنون واجهات المحلات التاريخية بالرسوم والزينة التراثية (الجزيرة),مجتمع,الأردن
1322,"مدارس البادية الشمالية تطلق مبادرة ""تعليم بلا جدران"" لتعزيز التعليم الميداني",طالبات يشاركن في درس علم الأحياء في الهواء الطلق بمنطقة الأزرق شرق الأردن (الجزيرة),تعليم,الأردن
1323,ارتفاع حالات الكوليرا في مقديشو يثير قلق المنظمات الإنسانية,طاقم طبي في مستشفى حكومي بمقديشو يتعامل مع تدفق مصابين بالكوليرا وسط نقص حاد في الإمدادات الطبية (رويترز),صحة,الصومال
1324,قطر تعلن خطة لزيادة إنتاجها من الأسمدة الزراعية بنحو 35% خلال 2025,مجمع صناعي قطري يضم منشآت إنتاج الأسمدة ومعدات حديثة للتعبئة والتغليف (رويترز),اقتصاد,قطر
1325,بغداد تعلن خطة موسعة لتعزيز السيطرة على المنافذ الحدودية مع إيران وتركيا,عناصر من قوات حرس الحدود العراقية خلال انتشار أمني عند معبر حدودي شمال البلاد (وكالة الأنباء العراقية),سياسة,العراق
1326,عمان تطلق أول منصة رقمية لتسويق المنتجات الحرفية التقليدية عبر الإنترنت,حرفية عمانية تعرض منتجات الخزف والنسيج ضمن فعالية إطلاق المنصة في سوق مطرح التاريخي (العمانية),تقنية,عُمان
1327,"معرض ""صوت الرمال"" يحتفي بالموسيقى التقليدية في صحراء ليوا",عازفون إماراتيون يقدمون عروضاً موسيقية على آلات تقليدية بين الكثبان الرملية في مهرجان ليوا الثقافي (وام),ثقافة,الإمارات
1328,اندلاع حريق هائل في سوق شعبي وسط البصرة يخلّف خسائر مادية جسيمة,رجال إطفاء وعمال محليون يحاولون السيطرة على ألسنة اللهب وسط الدخان الكثيف في أحد أزقة سوق العشار القديم بالبصرة (رويترز),حوادث,العراق
1329,البرلمان الأردني يناقش مشروع قانون جديد للحد من التدخل الأجنبي في الجمعيات الأهلية,اجتماع للجنة الشؤون القانونية في مبنى البرلمان الأردني وسط حضور إعلامي مكثف (الأناضول),سياسة,الأردن
1330,إدراج مناهج السلامة المرورية ضمن المدارس الابتدائية في الرياض بدءاً من العام المقبل,معلم يشرح لطلاب صغار إشارات المرور داخل فصل دراسي مزود بوسائل تعليمية تفاعلية في إحدى مدارس العاصمة السعودية (واس),تعليم,السعودية
1331,المغرب يطلق أول مزرعة رياح بحرية قبالة سواحل الجديدة لتعزيز مزيج الطاقة,توربينات رياح ضخمة ترتفع فوق أمواج المحيط الأطلسي بسواحل مدينة الجديدة، بينما يعمل مهندسون مغاربة على مراقبة الأداء وتحليل بيانات التوليد الكهربائي في موقع المشروع (رويترز),طاقة,المغرب
1332,الإمارات تدشن مشروعاً لإعادة تأهيل أشجار المنغروف على سواحل الفجيرة لمواجهة تآكل الشواطئ,متطوعون محليون يزرعون شتلات المنغروف وسط المد البحري في محمية الحفية بالفجيرة (وام),بيئة,الإمارات
1333,احتجاجات سكان أحد أحياء الدار البيضاء تطالب بتحسين خدمات النقل العام,مجموعة من سكان حي الألفة يرفعون لافتات مطالبين بحافلات إضافية أثناء وقفة أمام محطة رئيسية في الدار البيضاء، 17 يونيو 2026 (رويترز),مجتمع,المغرب
1334,الإمارات تطلق مبادرة لدعم الشركات الناشئة في الطاقة النظيفة بميزانية 500 مليون درهم,مسؤولون إماراتيون يعلنون تفاصيل المبادرة بحضور ممثلين عن الشركات الناشئة في قطاع الطاقة خلال مؤتمر صحفي في أبوظبي (وام),اقتصاد,الإمارات
1335,شباب غزة يطلقون مبادرة لإعادة تأهيل الشوارع الداخلية والتخفيف من أزمات المرور,مجموعة من الشبان الفلسطينيين يعملون على تعبيد شارع فرعي بحي الشجاعية شرقي مدينة غزة مستخدمين معدات يدوية بسيطة (رويترز),مجتمع,فلسطين
1336,"مهرجان ""الخط العربي"" يضيء ليالي جدة برسومات حديثة على جدران التاريخ",فنانة سعودية تضع اللمسات الأخيرة على لوحة خط عربي مضيئة في أحد أزقة جدة التاريخية (الفرنسية),ثقافة,السعودية
1337,طلبة غزة يواجهون تحديات التعليم عن بعد وسط نقص الكهرباء والانترنت,طلاب فلسطينيون يتابعون دروسهم عبر الهواتف المحمولة على ضوء الشموع بسبب انقطاع التيار الكهربائي في غزة (رويترز),تعليم,فلسطين
1338,احتجاجات طلابية في بيروت للمطالبة بتخفيض الرسوم الجامعية بالدولار,طلاب يحتشدون أمام مدخل إحدى الجامعات الخاصة وسط العاصمة بيروت رافعين لافتات تطالب بحق التعليم للجميع (الأناضول),تعليم,لبنان
1339,مبادرة تطوعية لترميم منازل الأسر محدودة الدخل في أبها تجمع شباب الحي,متطوعون ينقلون مواد البناء ويطلون جدران أحد المنازل القديمة وسط حي شعبي في مدينة أبها جنوب السعودية (واس),مجتمع,السعودية
1340,الحكومة اللبنانية تعلن بدء مشاورات موسعة لإجراء إصلاحات مصرفية قبل استئناف المفاوضات مع صندوق النقد,اجتماع وزاري في السراي الحكومي بوسط بيروت، حيث يظهر وزراء المالية والاقتصاد يناقشون خطة إصلاح القطاع المصرفي (رويترز),سياسة,لبنان
1341,مبادرة شعبية لترميم المدارس التاريخية في الجبل الأخضر لمواجهة تدهور البنية التعليمية,متطوعون من سكان الجبل الأخضر يباشرون صيانة جدران مدرسة تعود لفترة الخمسينيات (رويترز),مجتمع,ليبيا
1342,تراجع منسوب المياه في بحيرة قبر عزيز يهدد الحياة البرية بجنوب ليبيا,منظر لبحيرة قبر عزيز وقد تقلصت مساحتها، بينما تظهر قطعان الإبل تبحث عن الماء قرب ضفافها الجافة (الجزيرة),بيئة,ليبيا
1343,حريق ضخم يلتهم سوق مواد البناء في جيبوتي ويخلّف خسائر فادحة,رجال إطفاء جيبوتيون يحاولون السيطرة على ألسنة اللهب وسط السوق التقليدية في حي بلبلا (وكالات),حوادث,جيبوتي
1344,البحرين تطلق شبكة مستشعرات بحرية لرصد التغيرات المناخية في الخليج,باحثون بحرينيون يثبتون أجهزة استشعار متطورة على عوامة بحرية قبالة ساحل الجفير (وكالة أنباء البحرين),تقنية,البحرين
1345,مبادرة شبابية في نواكشوط لتجميل الأحياء القديمة وإحياء الذاكرة الموريتانية,متطوعون شباب يزينون جدران حي العون بلوحات فنية تعكس التراث الموريتاني الشعبي (الجزيرة),مجتمع,موريتانيا
1346,"انطلاق مهرجان ""قرطاج للكتاب"" بحضور أدباء من أربع قارات في تونس العاصمة",مجموعة من الزوار يتجمعون أمام جناح دور نشر تونسية وسط أجواء احتفالية في افتتاح المهرجان الوطني للكتاب بقرطاج (الأناضول),ثقافة,تونس
1347,جدل في الأردن بعد مصادقة البرلمان على تعديلات قانون الجمعيات الأهلية,نواب أردنيون يتناقشون بحماس خلال جلسة التصويت في قبة البرلمان بعمان (المصور: رعد محمد/الجزيرة),سياسة,الأردن
1348,الحكومة القمرية تعلن عن خطة لتطوير الموانئ لزيادة الصادرات الزراعية,عمال يفرغون حاويات من شحنات الفانيليا والزيوت العطرية في ميناء موروني الرئيسي بجزر القمر (رويترز),اقتصاد,جزر القمر
1349,الكويت تطلق منصة تداول عقاري رقمية لتعزيز الشفافية ومراقبة الأسعار,موظف في وزارة العدل الكويتية يستعرض واجهة المنصة الإلكترونية الجديدة على شاشة حاسوبه في مقر الوزارة. (رويترز),اقتصاد,الكويت
1350,المغرب يطلق أول بورصة تداول للمنتجات الزراعية لدعم الفلاحين الصغار,افتتاح البورصة الجديدة في مكناس بحضور ممثلين عن الحكومة والجمعيات الفلاحية (وكالة المغرب العربي للأنباء),اقتصاد,المغرب
1351,ارتفاع معدلات الهجرة الداخلية من القرى إلى المدن يثير تساؤلات حول مستقبل الأرياف المغربية,شباب من إحدى القرى الأطلسية يستعدون لصعود حافلة متجهة نحو مدينة مراكش بحثاً عن فرص عمل جديدة (عدسة محلية),مجتمع,المغرب
1352,البحرين تطلق مبادرة وطنية لدعم الأرامل وتوفير فرص عمل مستدامة لهن,مجموعة من النساء البحرينيات خلال ورشة تدريب مهني أقيمت في أحد مراكز تمكين المرأة بمنطقة المحرق، ضمن جهود رسمية لتنشيط سوق العمل للنساء الأكثر احتياجاً (الأوروبية),قضايا اجتماعية,البحرين
1353,مبادرة محلية لإحياء الصناعات اليدوية تلاقي إقبالاً واسعاً في السلط,نساء من السلط يعرضن منتجات يدوية من النسيج والخزف في أحد أسواق المدينة التراثية (الأردنية),مجتمع,الأردن
1354,البحرين تدشن أول محطة عائمة لتخزين الغاز المسال لدعم أمن الطاقة,فرق هندسية تشرف على الرسو الأول للمنصة العائمة في ميناء خليفة بن سلمان (الشرق الأوسط),طاقة,البحرين
1355,مهرجان الشعر الصحراوي ينطلق في سبها بمشاركة شعراء من مختلف أنحاء ليبيا,شاعر ليبي يؤدي قصيدة أمام جمهور متنوع تحت خيمة تراثية في ساحة سبها الرئيسية (الأناضول),ثقافة,ليبيا
1356,ارتفاع أسعار الذرة يفاقم أزمة الخبز في الخرطوم وسط تراجع الإمدادات,طوابير مواطنين أمام مخبز في أحد أحياء الخرطوم يبحثون عن الخبز وسط قلق حيال ارتفاع الأسعار ونقص الدقيق (الجزيرة),اقتصاد,السودان
1357,مصر تعلن تشغيل أول محطة لتحويل النفايات الصلبة إلى طاقة كهربائية في القليوبية,أعمال صيانة في المولدات الجديدة بمحطة تحويل النفايات إلى طاقة بمدينة شبرا الخيمة شمال القاهرة (رويترز),طاقة,مصر
1358,البرلمان العراقي يصوّت بالأغلبية على إجراء انتخابات محلية مبكرة في محافظتين متنازع عليهما,أعضاء البرلمان العراقي أثناء جلسة تصويت حاسمة في مبنى المجلس ببغداد، وسط حضور إعلامي مكثف (رويترز),سياسة,العراق
